Species Name,Kingdom,Phylum,Class,Order,Family,Genus,Species
Petriella asymmetrica var. cypria,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Petriella,Petriella asymmetrica
Petriellidium boydii,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Pseudallescheria,Pseudallescheria boydii
Petriellidium fimeti,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Pseudallescheria,Pseudallescheria fimeti
Petromyces alliaceus,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus alliaceus
Petromyces flavus,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus flavus
Petromyces muricatus,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Neopetromyces,Neopetromyces muricatus
Petromyces parasiticus,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus parasiticus
Peyronellaea alectorolophi,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella alectorolophi
Peyronellaea alternariacearum,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella glomerata
Peyronellaea arachidicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella arachidicola
Peyronellaea chomatospora,Fungi,Ascomycota,Leotiomycetes,Helotiales,,Coniothecium,Coniothecium chomatosporum
Peyronellaea curtisii,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella curtisii
Peyronellaea eucalyptica,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Peyronellaea,Peyronellaea eucalyptica
Peyronellaea fibricola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella molleriana
Peyronellaea indianensis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella holci
Peyronellaea obtusa,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Peyronellaea,Peyronellaea obtusa
Peyronellaea pinodella,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella pinodella
Peyronellaea pinodes,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella pinodes
Peyronellaea pomorum,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella pomorum
Peyronellaea protuberans,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella protuberans
Peyronellaea pruni-japonicae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella pomorum
Peyronellaea prunicola,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella pomorum
Peyronellaea pyrina,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella pomorum
Peyronellaea richardiae,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Peyronellaea,
Peyronellaea subglomerata,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma subglomerata
Peyronellaea zeae-maydis,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Didymella,Didymella zeae-maydis
Peyronellaea herbarum,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma herbarum
Peyronellaea pomorum var. circinata,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma jolyana
Peyronellaea pomorum var. cyanea,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma cyanea
Peyronellaea herbarum f. herbarum,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Phoma,Phoma herbarum
Peyronellula mirabilis,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Myrotheciomycetaceae,Emericellopsis,Emericellopsis mirabilis
Pezicula alba,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Neofabraea,Neofabraea vagabunda
Pezicula cenangium,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorospleniaceae,Chlorosplenium,Chlorosplenium cenangium
Pezicula conglomerata,Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,Ploettnera,Ploettnera conglomerata
Pezicula cornucopioides,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Craterellus,Craterellus cornucopioides
Pezicula dryina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula cinnamomea
Pezicula fagi,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula carpinea
Pezicula fasciculata,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Cryptosporiopsis,Cryptosporiopsis fasciculata
Pezicula kalmiae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Parencoelia,Parencoelia kalmiae
Pezicula krawtzewii,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Neofabraea,Neofabraea krawtzewii
Pezicula malicorticis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Neofabraea,Neofabraea malicorticis
Pezicula morthieri,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,Pyrenopeziza morthieri
Pezicula myrtillinoides,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Remleria,Remleria myrtillinoides
Pezicula nectrioides,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula livida
Pezicula perennans,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Neofabraea,Neofabraea perennans
Pezicula phyllophila,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus phyllophilus
Pezicula quercina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula cinnamomea
Pezicula rhabarbarina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula rubi
Pezicula sessilis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Rodwayella,Rodwayella sessilis
Peziza granulosa,Fungi,Ascomycota,Pezizomycetes,Pezizales,,,
Peziza proteana,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza proteana
Peziza subisabellina,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Purpureodiscus,Purpureodiscus subisabellinus
Peziza proteana f. proteana,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza proteana
Peziza proteana f. sparassoides,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Daleomyces,Daleomyces phillipsii
Peziza macrospora,Fungi,Ascomycota,,,,,
Peziza palustris,Fungi,Ascomycota,,,,,
Peziza abietina,Fungi,Ascomycota,Pezizomycetes,Pezizales,Otideaceae,Otidea,Otidea onotica
Peziza abietis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Cenangiaceae,Cenangium,Cenangium ferruginosum
Peziza abnormis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Erioscyphella,Erioscyphella abnormis
Peziza abundans,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,Trichophaea abundans
Peziza acerina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Trichopeziza,Trichopeziza acerina
Peziza acetabulum,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,Helvella acetabulum
Peziza acicularis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Cudoniella,Cudoniella acicularis
Peziza acutipila,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Albotricha,Albotricha acutipila
Peziza acuum,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella,Cistella acuum
Peziza adae,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza domiciliana
Peziza aeruginascens,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorociboriaceae,Chlorociboria,Chlorociboria aeruginascens
Peziza aeruginella,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorociboriaceae,Chlorociboria,Chlorociboria aeruginella
Peziza aeruginosa,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorociboriaceae,Chlorociboria,Chlorociboria aeruginosa
Peziza agaricinum,Fungi,Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,Vexillomyces,Vexillomyces atrovirens
Peziza agassizii,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula,Lachnellula agassizii
Peziza aggregata,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Byssonectria,Byssonectria fusispora
Peziza agrostina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Albotricha,Albotricha agrostina
Peziza albella,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Hyalinia,Hyalinia albella
Peziza albida,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus albidus
Peziza albocincta,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Neottiella,Neottiella albocincta
Peziza albofusca,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,Ascobolus brassicae
Peziza albohyalina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha albohyalina
Peziza albospadicea,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,Trichophaea albospadicea
Peziza albotestacea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Albotricha,Albotricha albotestacea
Peziza alboviolascens,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Niaceae,Lachnella,Lachnella alboviolascens
Peziza alniella,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Calycina,Calycina alniella
Peziza alpestris,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Leucoscypha,Leucoscypha alpestris
Peziza amentacea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Ciboria,Ciboria amentacea
Peziza amenti,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Cyathicula,Cyathicula amenti
Peziza amethystina,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Marcelleina,Marcelleina persoonii
Peziza amorpha,Fungi,Basidiomycota,Agaricomycetes,Russulales,Stereaceae,Aleurodiscus,Aleurodiscus amorphus
Peziza ampullacea,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia olivascens
Peziza ancilis,Fungi,Ascomycota,Pezizomycetes,Pezizales,Discinaceae,Discina,Discina ancilis
Peziza anthracophila,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza echinospora
Peziza apala,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnum,Lachnum apalum
Peziza apicalis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Pithyella,Pithyella apicalis
Peziza aquosa,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,Pyrenopeziza aquosa
Peziza aranea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Arachnopeziza,Arachnopeziza aranea
Peziza araneocincta,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Calycellina,Calycellina lachnobrachya
Peziza archeri,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pulvinulaceae,Pulvinula,Pulvinula archeri
Peziza arctii,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,Pyrenopeziza arctii
Peziza arenicola,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,Geopora arenicola
Peziza arenivaga,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,Pyrenopeziza arenivaga
Peziza arenosa,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,Geopora arenosa
Peziza arenula,Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,Micropodia,Micropodia arenula
Peziza argillacea,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Lachnea,Lachnea argillacea
Peziza ariae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Dermea,Dermea ariae
Peziza arida,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula,Lachnellula arida
Peziza aridula,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Gorgoniceps,Gorgoniceps aridula
Peziza artemisiae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,Pyrenopeziza artemisiae
Peziza arundinariae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Discocurtisia,Discocurtisia arundinariae
Peziza arundinis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Urceolella,Urceolella arundinis
Peziza ascoboloides,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Cheilymenia,Cheilymenia theleboloides
Peziza aspegrenii,Fungi,Ascomycota,Leotiomycetes,Helotiales,Tricladiaceae,Helotium,Helotium aspegrenii
Peziza asperior,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Ramsbottomia,Ramsbottomia asperior
Peziza aspidii,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Incrupila,Incrupila aspidii
Peziza aspidiicola,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Psilachnum,Psilachnum chrysostigmum
Peziza astroidea,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Lamprospora,Lamprospora astroidea
Peziza atriseda,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Strossmayeria,Strossmayeria atriseda
Peziza atrocinerea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Mollisia,Mollisia polygoni
Peziza atrorufa,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,Plectania melastoma
Peziza atrovirens,Fungi,Ascomycota,Leotiomycetes,Leotiales,Tympanidaceae,Vexillomyces,Vexillomyces atrovirens
Peziza aurantia,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Aleuria,Aleuria aurantia
Peziza aurantiaca,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia scutellata
Peziza aurantiopsis,Fungi,Ascomycota,Pezizomycetes,Pezizales,Chorioactidaceae,Wolfina,Wolfina aurantiopsis
Peziza aurelia,Fungi,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Arachnopeziza,Arachnopeziza aurelia
Peziza aureliella,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha aureliella
Peziza auricolor,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Orbilia,Orbilia auricolor
Peziza auricula-judae,Fungi,Basidiomycota,Agaricomycetes,Auriculariales,Auriculariaceae,Auricularia,Auricularia auricula-judae
Peziza auriflava,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Lamprospora,Lamprospora crechqueraultii
Peziza aurora,Fungi,Ascomycota,Pezizomycetes,Pezizales,,Coprotus,Coprotus aurora
Peziza austriaca,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Sarcoscypha,Sarcoscypha austriaca
Peziza axillaris,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Octospora,Octospora axillaris
Peziza babingtonii,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Adelphella,Adelphella babingtonii
Peziza badio-berbis,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia badio-berbis
Peziza badioconfusa,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Phylloscypha,Phylloscypha phyllogena
Peziza barbata,Fungi,Ascomycota,Leotiomycetes,Helotiales,Solenopeziaceae,Trichopezizella,Trichopezizella barbata
Peziza barlaeana,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pachyella,Pachyella violaceonigra
Peziza bella,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcoscyphaceae,Nanoscypha,Nanoscypha bella
Peziza belonea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Pachydisca,Pachydisca belonaea
Peziza benesuada,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Pyrenopeziza,Pyrenopeziza benesuada
Peziza berkeleyi,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Cistella,Cistella grevillei
Peziza bicolor,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Capitotricha,Capitotricha bicolor
Peziza bolaris,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia bolaris
Peziza boudieri,Fungi,Ascomycota,,,,,
Peziza bovina,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,Peziza fimeti
Peziza brevipila,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Peziza browniana,Fungi,Ascomycota,Leotiomycetes,Helotiales,Heterosphaeriaceae,Heterosphaeria,Heterosphaeria patella
Peziza brunneola,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Brunnipila,Brunnipila brunneola
Peziza bryophila,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus bryophilus
Peziza buccina,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Guepiniopsis,Guepiniopsis buccina
Peziza bufonia,Fungi,Ascomycota,Pezizomycetes,Pezizales,Otideaceae,Otidea,Otidea bufonia
Peziza bulbosa,Fungi,Ascomycota,Pezizomycetes,Pezizales,Helvellaceae,Helvella,Helvella macropus
Peziza bulgarioides,Fungi,Ascomycota,Leotiomycetes,Helotiales,,,
Peziza bullii,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Discocistella,Discocistella bullii
Peziza cacaliae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Cyathicula,Cyathicula cyathoidea
Peziza caerulea,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Scutellinia,Scutellinia caerulea
Peziza caesia,Fungi,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Eriopezia,Eriopezia caesia
Peziza callunigena,Fungi,Ascomycota,Leotiomycetes,Helotiales,Godroniaceae,Godronia,Godronia callunigena
Peziza calopus,Fungi,Ascomycota,Leotiomycetes,Helotiales,Rutstroemiaceae,Rutstroemia,Rutstroemia calopus
Peziza calyciformis,Fungi,Ascomycota,,,,,
Peziza calycioides,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Brunnipila,Brunnipila calycioides
Peziza calyculiformis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Brunnipila,Brunnipila calyculiformis
Peziza campanuliformis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Allophylaria,Allophylaria campanuliformis
Peziza campylospora,Fungi,Ascomycota,Pezizomycetes,Pezizales,Sarcosomataceae,Plectania,Plectania campylospora
Peziza candida,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Henningsomyces,Henningsomyces candidus
Peziza candidata,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,Hyaloscypha candidata
Peziza candidofulva,Fungi,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Arachnopeziza,Arachnopeziza candidofulva
Peziza candolleana,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Ciborinia,Ciborinia candolleana
Peziza canescens,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnum,Lachnum corticale
Peziza cantharella,Fungi,Ascomycota,Pezizomycetes,Pezizales,Otideaceae,Otidea,Otidea cantharella
Peziza capitata,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnum,Lachnum capitatum
Peziza capula,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Marasmiaceae,Calyptella,Calyptella capula
Peziza carbonaria,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopyxis,Geopyxis carbonaria
Peziza carbonigena,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Octospora,Octospora carbonigena
Peziza carestiana,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Unguicularia,Unguicularia carestiana
Peziza caricis,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnum,Lachnum caricis
Peziza carmichaelii,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyalopeziza,Hyalopeziza millepunctata
Peziza carneola,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Octospora,Octospora axillaris
Peziza carneopallida,Fungi,Ascomycota,Leotiomycetes,Helotiales,Calloriaceae,Naeviopsis,Naeviopsis carneopallida
Peziza carpinea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Pezicula,Pezicula carpinea
Peziza catinus,Fungi,Ascomycota,Pezizomycetes,Pezizales,Tarzettaceae,Tarzetta,Tarzetta catinus
Peziza caucus,Fungi,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Ciboria,Ciboria caucus
Peziza caulicola,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Cyathicula,Cyathicula cyathoidea
Peziza celtica,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Pachyella,Pachyella celtica
Peziza cenangioides,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Belonidium,Belonidium cenangioides
Peziza cenangium,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorospleniaceae,Chlorosplenium,Chlorosplenium cenangium
Peziza cerasi,Fungi,Ascomycota,Leotiomycetes,Helotiales,Dermateaceae,Dermea,
Peziza cerastiorum,Fungi,Ascomycota,Leotiomycetes,Helotiales,Drepanopezizaceae,Leptotrochila,Leptotrochila cerastiorum
Peziza cerina,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Neodasyscypha,Neodasyscypha cerina
Peziza cervaria,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pseudombrophilaceae,Pseudombrophila,Pseudombrophila cervaria
Peziza cestrica,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Aleuria,Aleuria cestrica
Peziza chateri,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Melastiza,Melastiza chateri
Peziza chavetiae,Fungi,Ascomycota,Leotiomycetes,Helotiales,Arachnopezizaceae,Eriopezia,Eriopezia caesia
Peziza chionea,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Calycina,Calycina chionea
Peziza chlora,Fungi,Ascomycota,Leotiomycetes,Helotiales,Chlorospleniaceae,Chlorosplenium,Chlorosplenium chlora
Peziza chlorinella,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Calycellina,Calycellina chlorinella
Peziza chloromela,Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Chloroscypha,Chloroscypha chloromela
Peziza chrysocoma,Fungi,Basidiomycota,Dacrymycetes,Dacrymycetales,Dacrymycetaceae,Dacrymyces,Dacrymyces chrysocomus
Peziza chrysophaea,Fungi,Ascomycota,Lecanoromycetes,Gyalectales,Gyalectaceae,Ramonia,Ramonia chrysophaea
Peziza chrysophthalma,Fungi,Ascomycota,Leotiomycetes,Helotiales,Lachnaceae,Lachnellula,Lachnellula chrysophthalma
Peziza chrysostigma,Fungi,Ascomycota,Leotiomycetes,Helotiales,Pezizellaceae,Psilachnum,Psilachnum chrysostigmum
Peziza chrysotricha,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Dicephalospora,Dicephalospora chrysotricha
